,level_0,index,CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP,AvgVAGE,VAGE_Minor,VAGE_Working,VAGE_Senior,MobilLimAge,F_M_VSEX,F_F_VSEX,F_A_PRACE,F_H_PRACE,F_W_PRACE,F_O_PRACE,F_B_PRACE,F_E_MOVEMENT,F_B_MOVEMENT,F_A_MOVEMENT,F_D_MOVEMENT,F_P_MOVEMENT,F_O_MOVEMENT,F_H_MOVEMENT,F_L_MOVEMENT,F_F_MOVEMENT,F_R_MOVEMENT,F_J_MOVEMENT,F_Q_MOVEMENT,F_G_MOVEMENT,F_C_MOVEMENT,F_M_MOVEMENT,F_N_MOVEMENT,F_K_MOVEMENT,F_I_MOVEMENT,F_A_VEHTYPE,F_I_VEHTYPE,F_L_VEHTYPE,F_D_VEHTYPE,F_C_VEHTYPE,F_N_VEHTYPE,F_F_VEHTYPE,F_J_VEHTYPE,F_G_VEHTYPE,F_B_VEHTYPE,F_M_VEHTYPE,F_E_VEHTYPE,F_H_VEHTYPE,PrimeModeClass
1113,1113,1113,3769877,-122.0031009,37.4082182068,2008,4316,3,1,4,03,0,1,A,,,,,,1800,6,C,C,A,RT 237,LAWRENCE EXPWY,1000,W,N,2009-02-04,9340,2008-06-09,1750,01877,,2,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.41,H,-,E,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,28.0,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1114,1114,1114,3769881,-122.048231587,37.334122201,2008,4316,3,7,3,01,0,1,A,,,,,Y,2100,6,E,I,A,RT 85,RT 280,350,S,N,2009-02-04,9340,2008-06-15,1950,01787,,2,6,0,1,,2,085,-,Y,SCL,4,280,-,-,10.380999999999998,R,2,N,Y,1,A,-,23152,A,N,A,H,-,A,D,1,Y,A,01,0,1,0,0,0,0,0,0,0,T,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1115,1115,1115,3771325,-121.99244984100001,37.4106893055,2008,4316,3,3,4,08,0,1,A,,,,,,2400,6,E,I,A,RT 237,LAWRENCE EXPWY,528,E,N,2009-01-23,9340,2008-06-11,2110,01831,,2,6,0,1,,2,230,-,Y,SCL,4,237,-,R,4.84,H,-,W,Y,1,A,-,22107,,N,A,H,-,D,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,33.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1116,1116,1116,3772280,-122.00286007,37.4082694342,2008,4316,3,4,4,03,0,1,A,,,,,,1800,6,C,C,A,RT 237,LAWRENCE EXPWY,944,W,N,2009-01-23,9340,2008-06-05,1745,18716,,2,6,0,1,,2,230,-,Y,SCL,4,237,-,R,4.42,H,-,E,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,30.0,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1117,1117,1117,3774986,-122.012693059,37.395744984000004,2008,4316,2,3,3,03,0,1,A,,,,,,1200,5,C,C,A,RT 101,FAIR OAKS AV,100,S,N,2008-12-01,9340,2008-05-21,1045,18842,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,44.81,H,-,N,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1118,1118,1118,3775847,-122.022779894,37.397953591,2008,4316,2,4,4,07,0,1,A,,,,,,1200,4,B,C,A,RT 101,MATHILDA AV,1000,S,N,2008-12-13,9340,2008-04-24,1000,16226,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.49,H,-,N,Y,2,A,-,21658,A,N,A,D,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,2.6666666666666665,3.0,,,3.0,1.0,2.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1119,1119,1119,3775883,-122.005377574,37.4077086428,2008,4316,3,3,3,03,0,1,B,,,,,,1200,4,C,C,A,RT 237,LAWRENCE EXPWY,1584,W,N,2008-12-26,9340,2008-04-23,900,14436,,1,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.3,H,-,E,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,68.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1120,1120,1120,3782995,-122.023915661,37.39799078,2008,4316,2,2,3,03,0,2,B,,,,,,1200,5,D,C,A,RT 101,MATHILDA AV,120,S,N,2008-12-22,9340,2008-05-20,1030,01810,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.62,H,-,S,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.25,1.0,1.0,1.0,2.0,4.0,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,Motor Vehicle
1121,1121,1121,3786128,-121.99959305799999,37.4032745361,2008,4316,0,6,4,12,0,2,A,,Y,,,,1200,6,D,G,A,TASMAN DR,VIENNA DR,0,,Y,2008-12-24,4316,2008-06-28,1127,20282,22,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,A,A,0,Y,A,01,0,0,2,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.5,2.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1122,1122,1122,3786140,-122.02250494,37.3870239258,2008,4316,0,1,2,10,0,1,A,Y,,,,,2100,6,G,B,B,MAUDE AV,BAYVIEW AV,10,W,N,2008-12-24,4316,2008-06-30,1958,14345,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,21950,C,N,A,H,-,B,A,0,Y,A,01,1,0,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,9.5,2.0,,,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
1123,1123,1123,3786160,-122.034466896,37.3849716187,2008,4316,0,7,3,08,0,1,A,,,,,,2100,6,F,A,A,CENTRAL EXPWY,SOQUEL WY,180,E,N,2008-12-24,4316,2008-06-29,2044,20281,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,B,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,18.0,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1124,1124,1124,3786239,-122.052912834,37.3839950562,2008,4316,0,4,3,05,0,1,A,,Y,,,Y,2400,6,A,-,A,AYALA DR,BERNARDO AV,15,E,N,2009-01-05,4316,2008-06-26,2208,15906,32,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,21650,,N,A,H,-,C,D,0,Y,L,04,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.0,,1.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1125,1125,1125,3786279,-122.016843055,37.3520965576,2008,4316,0,5,4,09,0,1,B,,,,,,1500,6,D,C,A,FREMONT AV,KINGFISHER DR,0,,Y,2008-12-13,4316,2008-06-27,1319,45148,61,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,Y,2,A,-,21804,A,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1126,1126,1126,3787460,-122.040959411,37.370051658,2008,4316,0,5,3,17,0,1,A,,Y,,,,1500,6,D,G,A,RT 82,HOLLENBECK AV,0,,Y,2009-01-16,4316,2008-06-13,1324,14374,52,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,17.27,H,-,S,N,2,A,-,21451,A,N,A,H,-,A,A,0,Y,D,22,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,14.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,Bicycle
1127,1127,1127,3787507,-122.039173823,37.337524414099995,2008,4316,0,3,4,03,0,1,A,,,,,,1800,6,C,C,A,HOMESTEAD RD,ONTARIO DR,180,E,N,2008-12-15,4316,2008-06-18,1725,20285,56,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,07,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,70.0,,,1.0,1.0,,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
1128,1128,1128,3787515,-122.01411636200001,37.3886070251,2008,4316,0,3,2,12,0,1,A,,Y,,,,2100,6,D,G,A,DUANE AV,BERNAL AV,4,W,N,2008-12-15,4316,2008-06-18,1800,15143,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,N,2,A,-,22450,A,N,A,H,-,A,D,0,Y,L,04,1,0,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,12.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
1129,1129,1129,3787519,-122.05960306200001,37.354663848899996,2008,4316,0,2,4,03,0,2,A,,,,,,1800,6,C,C,A,BERNARDO AV,TICONDEROGA DR,160,N,N,2008-12-15,4316,2008-06-17,1528,67643,51,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,25.5,,1.0,,,,2.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1130,1130,1130,3793684,-122.03053069100001,37.384033203099996,2008,4316,0,5,4,01,0,1,A,,,,,Y,300,6,B,C,A,CENTRAL EXPWY,SAN BERNARDINO,275,E,-,2008-12-20,4316,2008-06-13,245,15020,15,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,23152,A,M,A,H,-,C,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,Motor Vehicle
1131,1131,1131,3793692,-122.02998827799999,37.3858795166,2008,4316,0,5,3,01,0,1,A,,,,,Y,300,6,D,E,A,INDIO WY,MATHILDA AV,453,E,N,2008-12-20,4316,2008-06-13,249,15618,15,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,4,A,-,23152,A,N,A,H,-,C,D,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
1132,1132,1132,3793695,-122.024593026,37.361604196,2008,4316,0,5,4,03,0,1,A,,,Y,,,1200,6,F,A,A,FAIR OAKS,RT 82,75,N,N,2009-01-10,4316,2008-06-13,1015,11145,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,16.16,I,6,N,N,1,A,-,22350,,N,A,H,-,A,D,0,Y,C,02,0,0,1,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,60.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1133,1133,1133,3793739,-122.032833061,37.3821640015,2008,4316,0,5,4,08,0,1,A,,,,,,2100,6,E,I,A,MATHILDA AV,CALIFORNIA AV,0,,Y,2008-12-20,4316,2008-06-13,1811,14231,13,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,58.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1134,1134,1134,3793751,-121.994903056,37.3938064575,2008,4316,0,4,4,09,0,1,A,,,,,,2100,6,D,C,A,BRIDGEWOOD WY,BLAZINGWOOD DR,0,,Y,2008-12-20,4316,2008-06-12,1920,20283,25,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,61.0,,1.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1135,1135,1135,3793755,-122.040878077,37.3861312866,2008,4316,0,1,4,03,0,3,A,,,,,,1200,6,C,C,A,CENTRAL EXPWY,MARY AV,800,E,-,2008-12-20,4316,2008-06-16,926,15142,,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,3,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,25.0,2.0,2.0,,2.0,2.0,2.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1136,1136,1136,3798901,-122.03726187299999,37.400926188,2008,4316,2,6,3,08,0,1,A,,,,,,600,7,E,I,A,RT 101,RT 237,315,W,N,2009-04-02,9340,2008-07-12,335,18680,,3,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.19,H,-,S,Y,1,A,-,22107,,N,A,H,-,D,D,1,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,24.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1137,1137,1137,3799545,-121.99608785,37.3624916077,2008,4316,4,7,3,03,0,2,A,,,,,,1500,6,C,C,A,LAWRENCE EXPWY,POINCIANA DR,1000,N,N,2009-01-13,9340,2008-06-15,1200,15465,,1,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,3,A,-,22350,,F,A,H,-,A,D,0,Y,A,01,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,61.0,,2.0,,,1.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1138,1138,1138,3799686,-122.000933469,37.4086792257,2008,4316,3,4,3,03,0,2,A,,,,,,2100,6,C,C,A,RT 237,LAWRENCE EXPWY,523,W,N,2009-01-10,9340,2008-06-12,1828,18399,,2,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.5,H,-,E,Y,4,A,-,22350,,N,A,H,-,A,D,1,Y,A,07,0,2,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.5,,2.0,,,2.0,,1.0,,3.0,,,,2.0,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,Motor Vehicle
1139,1139,1139,3801014,-121.991553055,37.389984984,2008,4316,2,6,2,03,0,2,A,,,Y,,,2100,7,F,A,A,RT 101,LAWRENCE EXPWY,250,S,N,2009-03-27,9340,2008-07-05,2000,18779,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,2,N,N,1,A,-,22350,,N,A,H,-,B,D,1,Y,C,02,1,1,0,0,0,0,0,0,2,T,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,48.5,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1140,1140,1140,3801418,-122.009887184,37.4068694177,2008,4316,3,2,4,08,0,1,A,,,,,,900,5,E,I,A,RT 237,FAIROAKS AV,550,E,N,2008-12-31,9340,2008-05-13,755,18764,,1,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.07,H,-,W,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,33.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
1141,1141,1141,3802003,-122.05641556,37.37400225,2008,4316,0,1,3,03,0,1,A,,,Y,,,1200,6,E,I,A,RT 82,BERNARDO AV,20,W,N,2008-12-31,4316,2008-06-23,930,10551,51,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,18.15,H,-,N,Y,1,A,-,22350,,N,A,H,-,A,A,0,Y,C,02,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,57.0,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1142,1142,1142,3802007,-121.995793055,37.3788452148,2008,4316,0,3,4,03,0,1,A,,,,,,1500,6,C,C,A,APOLLO DR,LAWRENCE EXPWY,0,,Y,2008-12-29,4316,2008-06-25,1248,12972,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.5,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1143,1143,1143,3802776,-122.01306305700001,37.3781967163,2008,4316,0,7,4,12,0,1,A,,,,,,1800,6,D,C,A,WOLFE RD,CENTRAL AV,0,,Y,2008-12-17,4316,2008-06-15,1545,14344,,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,-,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.333333333333336,,3.0,,,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle
1144,1144,1144,3802800,-122.008057186,37.3548660278,2008,4316,0,5,3,11,0,1,A,Y,,,,,1800,6,G,B,D,POPLAR AV,TULIP DR,160,S,N,2008-12-17,4316,2008-06-20,1552,20279,43,5,6,0,0,,0,004,-,N,,0,0,,,0.0,,,,N,2,A,-,21954,A,F,-,H,-,A,D,0,Y,N,60,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,9.0,1.0,,,1.0,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,Pedestrian
1145,1145,1145,3802805,-122.01966871200001,37.3810119629,2008,4316,0,1,4,03,0,1,A,,,,,,900,6,C,C,A,CENTRAL EXPWY,FAIR OAKS,305,W,N,2008-12-17,4316,2008-06-23,811,15018,15,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,50.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
1146,1146,1146,3802821,-121.996023056,37.386825561500004,2008,4316,0,1,4,12,0,1,A,,,,,,300,6,D,D,A,LAWRENCE EXPWY,DUANE AV,0,,Y,2008-12-17,4316,2008-06-16,16,20280,26,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,C,A,0,Y,B,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,15.0,3.0,1.0,,3.0,2.0,2.0,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,Motor Vehicle
1147,1147,1147,3803523,-121.996024526,37.377746582,2008,4316,4,2,4,03,0,2,A,,,,,,1500,6,C,C,A,LAWRENCE EXPWY,CENTRAL EXPWY,15,N,N,2008-12-17,9340,2008-06-03,1315,15465,,1,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,38.0,,2.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1148,1148,1148,3809676,-122.04617306200001,37.3787231445,2008,4316,0,3,4,03,0,1,A,,,,,,2100,7,C,C,A,MARY,WASHINGTON AV,0,,Y,2009-01-23,4316,2008-07-23,1920,14659,32,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.5,1.0,1.0,,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,Motor Vehicle
1149,1149,1149,3811521,-122.004753059,37.408014985,2008,4316,3,7,4,08,0,1,A,,,Y,,,1200,6,E,I,A,RT 237,LAWRENCE EXPWY,100,E,N,2009-01-09,9340,2008-06-08,1120,14436,,1,6,0,1,,2,220,-,Y,SCL,4,237,-,R,4.371,R,2,W,Y,1,A,-,22107,,N,A,H,-,A,D,1,Y,C,02,0,0,1,0,0,0,0,0,1,F,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,26.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,Motor Vehicle
1150,1150,1150,3811529,-122.036756054,37.400809102,2008,4316,2,4,4,03,0,1,A,,,,,,1200,6,C,C,A,RT 101,RT 237,100,N,N,2008-12-31,9340,2008-06-05,1000,15213,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.15,H,-,S,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,43.0,,1.0,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1151,1151,1151,3813448,-122.02490306,37.3909034729,2008,4316,0,6,4,12,0,1,A,,,,,Y,300,7,D,C,A,BORREGAS AV,DUANE AV,0,,Y,2009-01-29,4316,2008-07-12,30,20277,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,N,2,A,-,22450,A,F,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,21.0,1.0,2.0,,1.0,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
1152,1152,1152,3813452,-122.03227069299999,37.3675346375,2008,4316,0,7,4,03,0,1,A,,,,,,1800,7,C,C,A,SUNNYVALE SARATOGA,EL CAMINO REAL,36,S,N,2009-01-24,4316,2008-07-13,1738,13541,52,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,998.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle
1153,1153,1153,3813456,-122.024593026,37.361604196,2008,4316,0,6,3,09,0,2,A,,,,,,1800,7,D,C,A,RT 82,FAIR OAKS AV,0,,Y,2009-03-20,4316,2008-07-12,1653,14461,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,16.16,I,5,N,Y,3,A,-,21453,C,N,A,H,-,A,A,0,Y,A,01,0,1,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.5,,2.0,,,1.0,1.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
1154,1154,1154,3813460,-122.037113714,37.3691101074,2008,4316,0,4,3,08,0,1,A,,,,,,2100,7,E,I,A,EL CAMINO REAL,MATHILDA,3,E,N,2009-02-03,4316,2008-07-10,1812,14139,52,5,6,0,0,,0,005,-,Y,,0,0,,,0.0,,,,Y,1,A,-,22107,,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,25.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
