"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"4047013",-122.04353,37.38668,2009,"4316","0","6","4","01",0,1,"A",,,,,"Y",2100,1,"D","C","A","CENTRAL EXPWY","MARY",0,,"Y","2009-08-28",4316,"2009-01-31",1920,"14345","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4047342",-121.996331899,37.3739242554,2008,"4316","0","1","4","21",0,1,"B",,,,,,2100,12,"C","C","A","KIFER RD","LAWRENCE EXPWY",20,"W","N","2009-02-19",4316,"2008-12-22",1912,,,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4047665",-122.039703064,37.3985449811,2009,"4316","3","5","4","03",0,1,"B",,,,,,1200,1,"E","I","A","RT 237","RT 101",22,"W","N","2009-10-15",9340,"2009-01-02",950,"17225",,"1","6","0","1",,"2","220","-","Y","SCL",4,237,"-","-",2.294,"R","2","E","Y",1,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"TO","-","SUNNYVALE","SANTA CLARA","CA",-122.03317,37.39992
"4047850",-122.022843589,37.397749188,2008,"4316","2","7","3","01",0,1,"A",,,,,"Y",300,12,"C","C","A","RT 101","MATHILDA AV",900,"S","N","2009-08-24",9340,"2008-12-28",201,"18716",,"3","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45.51,"H","-","S","Y",2,"A","-",23152,"A","M","A","H","-","D","D","1","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4048076",-121.996145869,37.3599510193,2008,"4316","4","1","4","03",0,1,"C",,,,,"Y",2100,12,"C","C","A","LAWRENCE EXPWY","POINCIANA DR",75,"N","N","2009-08-13",9340,"2008-12-15",1945,"18716",,"2","6","0","2",,"2","610","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","B","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4048448",-122.03449306,37.376865387,2008,"4316","0","7","4","01",0,1,"C",,,,,,2100,12,"C","C","A","MATHILDA AV","WASHINGTON AV",0,,"Y","2009-08-07",4316,"2008-12-14",1910,"14659","34","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,,3,"A","-",23153,"A","F","B","H","-","C","A","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4054454",-122.030713062,37.4022549823,2009,"4316","0","2","3","12",0,1,"A",,,,,,1200,1,"D","C","A","MATHILDA AV","RT 237",0,,"Y","2009-12-29",4316,"2009-01-27",1035,"14457","12","5","6","0","0",,"0","001","-","Y","SCL",4,237,"-","-",2.841,"R","4","W","Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4056538",-122.055493058,37.3322549748,2008,"4316","3","7","4","08",0,1,"B",,,,,,1200,12,"E","I","A","RT 85","RT 280",50,"S","N","2009-08-26",9340,"2008-12-14",930,"18671",,"1","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",18.4,"H","-","N","Y",1,"A","-",22107,,"N","A","H","-","-","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4058380",-122.05976306,37.3393649756,2008,"4316","3","2","4","08",0,4,"B",,,,,,1200,12,"E","I","A","RT 85","HOMESTEAD RD",300,"S","N","2009-08-28",9340,"2008-12-16",1150,"19037",,"1","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",18.854,"R","2","N","Y",1,"A","-",22107,,"N","B","H","-","A","D","6","Y","A","07",0,0,4,0,0,0,0,0,0,"F","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4061571",-122.036756054,37.400809102,2008,"4316","2","2","4","03",0,1,"C",,,,,,900,12,"C","C","A","RT 101","RT 237",100,"N","N","2009-08-11",9340,"2008-12-16",850,"15213",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.15,"H","-","S","Y",4,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4064880",-121.996020533,37.3873748779,2008,"4316","4","7","4","01",0,2,"A",,,,,"Y",2100,11,"C","C","A","LAWRENCE EXPWY","DUANE AV",200,"N","N","2009-06-18",9340,"2008-11-16",2030,"18047",,"2","6","0","2",,"2","620","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","F","A","H","-","D","A","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4066296",-122.044033063,37.3851547241,2008,"4316","0","4","3","12",0,1,"A",,,,,,1500,9,"D","C","A","MARY AV","CALIFORNIA AV",0,,"Y","2009-09-02",4316,"2008-09-18",1417,"14316","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","-",,0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4067388",-122.032472,37.35177585,2009,"4316","0","4","3","11",0,1,"A","Y",,,,,1200,1,"G","B","D","SUNNYVALE SARATOGA RD","FREMONT AV",98,"S","N","2009-09-09",4316,"2009-01-29",1132,"14374","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",21955,,"N","A","H","-","A","A","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4067396",-121.99596,37.4035,2009,"4316","0","3","3","09",0,1,"A",,,,,,2400,1,"A","C","A","LAWRENCE EXPWY","TASMAN DR",0,,"Y","2009-09-09",4316,"2009-01-28",2110,"10329","22","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"C","F","A","H","-","C","A","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4067593",-122.056442744,37.373808205,2009,"4316","0","5","4","03",0,1,"A",,,,,,900,1,"C","C","A","WEST EL CAMINO REAL","BERNARDO AV",0,,"Y","2009-09-24",4316,"2009-01-30",755,"10452","51","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",18.15,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4067605",-122.000426382,37.352184981,2009,"4316","0","6","3","08",0,1,"A",,"Y",,,,1500,1,"B","G","A","RT 82","HELEN AV",100,"E","N","2009-10-06",4316,"2009-01-31",1455,"11145","63","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",14.56,"H","-","S","N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","D","22",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4067766",-121.9961521,37.35977244,2009,"4316","4","3","2","11",0,1,"A","Y",,,,"Y",2100,1,"G","B","B","LAWRENCE EXPWY","CABRILLO AV",10,"N","N","2009-09-05",9340,"2009-01-14",2020,"18333",,"2","6","0","2",,"2","610","-","N",,0,0,,,0,,,,"Y",2,"A","-",21456,"B","N","A","H","-","C","A","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",-121.99612,37.36025
"4073392",-121.990040847,37.389551531,2008,"4316","2","6","3","08",0,1,"A",,,,,,1500,12,"E","I","A","RT 101","LAWRENCE EXPWY",1200,"S","N","2009-08-24",9340,"2008-12-27",1250,"16226",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",43.62,"H","-","N","Y",1,"A","-",22107,,"N","A","H","-","A","D","1","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074095",-122.019223321,37.357124817,2008,"4316","0","6","4","09",0,1,"A",,,,,,1800,12,"D","C","A","RT 82","MARIA LN",625,"W","N","2009-09-03",4316,"2008-12-20",1727,"14231","42","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",15.72,"H","-","N","Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074099",-122.008327281,37.352144981,2008,"4316","0","4","3","21",0,1,"B",,"Y",,,,1500,12,"-","G","A","RT 82","NORMAN DR",0,,"Y","2009-09-03",4316,"2008-12-18",1223,"12585","63","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",14.991,"I","6","S","N",2,"A","-",22106,,"N","A","H","-","-","D","0","Y","A","07",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074103",-122.028531695,37.364837686,2008,"4316","0","5","3","10",0,1,"B",,,,,,1800,12,"-","-","A","RT 82","CEZANNE DR",0,,"Y","2009-09-03",4316,"2008-12-19",1654,"15143","42","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",16.48,"H","-","N","N",2,"A","-",21950,"A","M","A","H","-","A","A","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074107",-122.00541212,37.352124982,2008,"4316","0","2","4","03",0,1,"A",,,,,,2400,12,"C","C","A","RT 82","HENDERSON AV",0,,"Y","2009-09-03",4316,"2008-12-16",2122,"15143","43","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.832,"I","5","S","Y",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074115",-122.00114033,37.352351549,2008,"4316","0","7","4","03",0,1,"C",,,,,,1500,12,"C","C","A","RT 82","HELEN",110,"W","N","2009-09-03",4316,"2008-12-14",1456,"12743","44","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.6,"H","-","N","Y",2,"A","-",22350,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074119",-122.003343305,37.35231612,2008,"4316","0","5","4","03",0,1,"B",,,,,,1800,12,"C","C","A","RT 82","SYCAMORE TER",57,"W","N","2009-09-03",4316,"2008-12-12",1743,"14231","44","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.72,"H","-","N","Y",4,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074203",-122.020486845,37.3814888,2008,"4316","0","5","3","03",0,1,"B",,,,,,1800,12,"C","C","A","CENTRAL EXPWY","FAIROAKS",600,"W","N","2009-08-18",4316,"2008-12-12",1616,"14395","15","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","B","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4074325",-122.03209306,37.36753498,2008,"4316","0","3","4","03",0,2,"A",,,,,,1800,12,"C","C","A","SUNNYVALE SARATOGA RD","RT 82",106,"S","N","2009-08-26",4316,"2008-12-10",1721,"15924","52","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",16.762,"I","6","S","N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4075710",-121.996592277,37.3718719482,2008,"4316","4","2","3","03",0,5,"A",,,,,,2100,12,"C","C","A","LAWRENCE EXPWY","KIFER RD",754,"S","N","2009-07-29",9340,"2008-12-23",1832,"18374",,"2","6","0","2",,"2","610","-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","D","D","0","Y","A","01",0,1,4,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4076718",-122.050003059,37.3448257446,2008,"4316","0","5","3","12",0,2,"B",,,,,,1500,12,"D","C","A","MARY","THE DALLES AV",0,,"Y","2009-08-17",4316,"2008-12-19",1245,"11145","53","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4076851",-122.013873056,37.3666343689,2008,"4316","0","4","4","12",0,1,"A",,,,,,1800,12,"D","C","A","WOLFE RD","REED AV",0,,"Y","2009-07-30",4316,"2008-12-18",1550,"13539","41","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4076948",-122.028571217,37.3771858215,2008,"4316","0","2","4","03",0,2,"A",,,,,,2100,12,"C","C","A","EVELYN AV","SUNNYVALE AV",70,"W","N","2009-07-13",4316,"2008-12-16",1930,"15130","34","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4076960",-122.014153055,37.3568077087,2008,"4316","0","3","3","03",0,1,"A",,,,,"Y",1800,12,"C","C","A","WOLFE RD","MARIA LN",223,"N","N","2009-07-13",4316,"2008-12-17",1714,"15148","43","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","B","D","0","Y","A","08",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4078781",-122.003729911,37.4082348367,2009,"4316","3","7","3","03",0,3,"A",,,,,,2100,1,"C","C","A","RT 237","LAWRENCE EXPWY",1000,"W","N","2009-10-15",9340,"2009-01-04",2035,"18730",,"2","6","0","1",,"2","220","-","Y","SCL",4,237,"-","R",4.41,"H","-","W","Y",3,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,1,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",-122.00536,37.40795
"4079905",-122.062304896,37.3555115672,2008,"4316","3","7","4","01",0,1,"A",,,,,"Y",2400,12,"E","I","A","RT 85","FREMONT AV",705,"N","N","2009-08-27",9340,"2008-12-28",2148,"18591",,"2","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",20.03,"H","-","S","Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4081409",-122.023915661,37.39799078,2009,"4316","2","5","3","03",0,3,"C",,,,,,1200,1,"B","C","A","RT 101","MATHILDA AV",230,"S","N","2009-09-24",9340,"2009-01-23",1140,"18562",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45.62,"H","-","S","Y",3,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","01",0,1,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",-122.02688,37.39868
"4091219",-122.0596031,37.35463706,2009,"4316","0","2","4","08",0,1,"A",,,,,,1500,1,"D","C","A","BERNARDO AV","TICONDEROGA DR",150,"N","N","2009-08-25",4316,"2009-01-20",1404,"14396","51","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",22103,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091227",-122.0307,37.38167,2009,"4316","0","2","4","09",0,1,"A",,,"Y",,,1500,1,"D","C","A","CALIFORNIA","SAN ANSELMO",0,,"Y","2009-08-25",4316,"2009-01-20",1354,"14183","16","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091231",-122.0155836,37.35226707,2009,"4316","0","5","3","03",0,1,"A",,"Y",,,,1500,1,"C","E","A","FREMONT AV","WOLFE RD",402,"W","N","2009-08-25",4316,"2009-01-09",1345,"11845","61","5","6","0","0",,"0","006","G","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091684",-121.99530319,37.4100524324,2008,"4316","0","1","4","03",0,1,"A",,,,,,1800,12,"C","C","A","LAWRENCE EXPWY","MOFFETT PARK DR",500,"S","N","2009-09-01",4316,"2008-12-22",1532,"15838","22","5","6","0","0",,"0","002","-","Y","SCL",4,237,"-","R",4.731,"R","1","W","N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091687",-122.023009958,37.360277997,2008,"4316","0","1","2","21",0,3,"A",,,,,"Y",2400,11,"E","I","A","RT 82","FAIR OAKS AV",700,"E","N","2009-09-02",4316,"2008-11-17",2359,"13542","42","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",16.03,"H","-","N","Y",1,"A","-",22106,,"N","A","H","-","C","D","0","Y","A","01",2,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091700",-122.052433064,37.3855857849,2008,"4316","0","7","4","03",0,2,"A",,,,,"Y",1500,12,"B","C","A","W EVELYN AV","S BERNARDO AV",0,,"Y","2009-08-18",4316,"2008-12-28",1339,"15143","32","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091708",-122.012733058,37.3828353882,2008,"4316","0","1","4","12",0,1,"B",,,,,,1800,12,"D","C","A","WOLFE RD","STEWART DR",0,,"Y","2009-08-18",4316,"2008-12-22",1714,"13539","27","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","B","H","-","B","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4091712",-122.043543063,37.3866844177,2008,"4316","0","6","4","01",0,1,"B",,,,,"Y",2400,12,"D","C","A","MARY AV","CENTRAL EXPWY",0,,"Y","2009-08-18",4316,"2008-12-20",2104,"16660","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","F","A","H","-","C","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4094085",-122.0409129,37.37280604,2009,"4316","0","1","4","21",0,1,"A","Y",,,,,1200,1,"G","B","E","RINCON AV","SUTTER AV",280,"S","N","2009-08-21",4316,"2009-01-12",922,"11145","33","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",3,"A","-",22106,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4094086",-122.04970857,37.37206408,2009,"4316","0","3","4","03",0,2,"A",,,,,,1800,1,"C","C","A","RT 82","MARY",350,"W","N","2009-10-06",4316,"2009-01-07",1527,"14399","51","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",17.76,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4094122",-122.04983,37.37971,2009,"4316","0","2","4","10",0,1,"A","Y",,,,,1500,1,"G","B","B","LEOTA AV","WASHINGTON AV",0,,"Y","2009-08-21",4316,"2009-01-06",1449,"14547","32","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","F","A","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4094145",-122.0169813,37.36664748,2009,"4316","0","3","2","-",0,4,"A",,,,,"Y",2400,1,"A","C","A","OLD SAN FRANCISCO RD","GAIL",85,"E","N","2009-12-08",4316,"2009-01-07",2313,"13541","41","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",0,,"N","A","H","-","C","A","0","Y","-","-",1,2,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4094149",-122.0199174,37.40597736,2009,"4316","0","3","2","09",0,1,"A","Y",,,,,1800,1,"G","B","E","BORREGAS AV","MOFFETT PARK DR",500,"N","N","2009-08-21",4316,"2009-01-07",1746,"13877","11","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","A","01",1,0,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4095048",-122.01726,37.36666,2009,"4316","0","7","3","10",0,1,"A","Y",,,,,1800,2,"D","B","B","OLD SAN FRANCISCO RD","GAIL AV",0,,"Y","2009-10-08",4316,"2009-02-01",1726,"14372","41","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","B","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4095052",-122.0415304,37.36536131,2009,"4316","0","6","4","08",0,1,"B",,,,,,1500,2,"A","E","A","HOLLENBECK","DANFORTH",504,"S","N","2009-10-08",4316,"2009-02-07",1253,"12969","52","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",3,"A","-",22107,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4095076",-121.9960451,37.39192633,2009,"4316","0","6","4","03",0,1,"B",,,,,,300,2,"C","C","A","LAWRENCE EXPWY","RT 101",300,"N","N","2009-10-08",4316,"2009-02-07",35,"20282","26","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4095166",-122.015913059,37.396444983,2009,"4316","0","4","4","03",0,1,"B",,,,,,1200,2,"C","C","A","FAIR OAKS","RT 101",10,"S","N","2009-11-02",4316,"2009-02-12",930,"14225","Z1","5","6","0","0",,"0","002","-","Y","SCL",4,101,"-","-",44.884,"R","4","N","N",2,"A","-",22350,,"N","B","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","NO","SUNNYVALE","SANTA CLARA","CA",0,0
"4101158",-122.000829499,37.352184981,2009,"4316","0","5","3","04",0,1,"C",,,"Y",,,2400,2,"F","A","A","EL CAMINO REAL","HELEN AV",0,,"Y","2009-12-08",4316,"2009-02-06",2110,"14659",,"5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",14.582,"I","5","S","N",1,"A","-",21703,,"N","B","H","-","C","D","0","Y","C","03",0,1,0,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4101166",-122.007381774,37.352284981,2009,"4316","0","5","4","08",0,1,"C",,,,,,1200,2,"B","C","A","RT 82","POPLAR AV",240,"W","N","2009-12-09",4316,"2009-02-06",1154,"13542","43","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.94,"H","-","N","Y",2,"A","-",22107,,"N","B","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4101198",-122.025405245,37.362033472,2009,"4316","0","5","4","04",0,2,"C",,,,,,1800,2,"C","C","A","RT 82","REMINGTON DR",300,"W","N","2009-12-11",4316,"2009-02-06",1745,"14372","61","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",16.22,"H","-","S","N",3,"A","-",21703,,"N","B","H","-","B","D","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4101361",-122.0552423,37.37712648,2009,"4316","0","4","4","09",0,1,"A",,,,,,2100,2,"D","C","A","BERNARDO","IOWA AV",75,"S","N","2009-10-16",4316,"2009-02-12",2018,"14828",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"4108420",-122.059986041,37.3386890448,2009,"4316","3","1","3","08",0,1,"B",,,,,,900,2,"E","I","A","RT 85","HOMESTEAD RD",100,"N","N","2009-12-22",9340,"2009-02-09",758,"18680",,"1","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",18.88,"H","-","S","Y",1,"A","-",22107,,"N","B","H","-","A","D","6","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",-122.0598,37.33727
"4110914",-122.059803059,37.3375549744,2009,"4316","3","6","4","03",0,1,"A",,,,,,1500,2,"C","C","A","RT 85","HOMESTEAD RD",250,"S","N","2009-12-10",9340,"2009-02-07",1315,"017931",,"1","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",18.81,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"TO","-","SUNNYVALE","SANTA CLARA","CA",-122.05933,37.33618
"4111392",-122.0141331,37.35610432,2009,"4316","0","5","4","03",0,1,"C",,,,,,900,2,"C","C","A","WOLFE RD","MARIA CT",33,"S","N","2009-10-19",4316,"2009-02-06",848,"12743",,"5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
